0
92;4.42;1.12;0.01;-0.03
93;6.04;3.90;0.03;0.01
94;1.03;1.65;0.03;0.01
95;3.90;1.09;0.03;0.00
96;8.25;7.18;-0.02;0.02
97;1.26;5.53;-0.00;-0.03
98;1.94;4.89;-0.03;-0.01
99;9.49;6.35;-0.03;-0.00
100;5.62;8.19;-0.03;-0.01
101;2.15;6.34;0.03;0.00
102;6.73;7.91;-0.02;-0.02
103;4.99;9.32;0.03;-0.01
104;0.95;1.19;-0.03;0.00
105;6.20;2.71;0.01;-0.03
106;3.78;8.78;0.03;-0.01
107;8.60;3.87;0.01;0.03
108;7.21;4.08;-0.01;0.03
109;3.25;9.67;0.03;-0.01
110;5.55;9.67;-0.03;0.00
111;7.25;4.68;-0.00;-0.03
112;3.05;8.31;0.03;-0.02
113;3.67;8.98;0.02;0.02
114;0.61;0.61;0.01;-0.03
115;4.11;3.99;-0.00;-0.03
116;8.68;0.36;0.02;-0.03
117;8.65;2.70;-0.02;0.02
118;1.76;4.29;0.01;0.03
119;1.71;1.37;-0.01;-0.03
120;0.89;7.60;-0.02;0.02
121;6.02;6.11;-0.01;-0.03
122;6.88;0.04;-0.03;-0.02
123;2.30;2.13;-0.03;-0.00
124;7.73;3.77;0.01;-0.03
125;5.04;3.34;0.03;0.02
126;1.14;1.17;-0.03;-0.01
127;0.39;6.99;-0.00;0.03
128;0.62;4.71;-0.03;0.01
129;2.77;5.31;-0.01;-0.03
130;4.27;5.69;0.03;0.01
131;0.16;3.82;0.03;0.00
132;6.01;3.92;0.02;-0.02
133;3.56;2.78;-0.03;-0.01
134;2.81;6.36;0.03;-0.01
135;3.38;3.45;0.03;-0.01
136;0.46;2.18;0.03;-0.00
137;2.31;8.50;0.01;0.03
138;6.76;0.77;0.01;-0.03
139;0.35;4.20;-0.03;-0.01
140;1.64;4.00;-0.01;-0.03
141;9.96;9.76;0.03;0.02
142;0.77;7.72;-0.00;0.03
143;8.83;5.50;-0.03;0.01
144;3.88;7.37;-0.03;-0.00
145;8.43;8.09;-0.01;-0.03
146;3.54;0.30;-0.00;-0.03
147;2.31;7.65;-0.02;0.02
148;9.94;1.67;0.03;-0.02
149;9.39;4.92;0.02;0.02
150;4.62;0.82;-0.03;-0.01
151;0.44;5.13;0.03;-0.01
152;1.20;1.20;0.02;-0.02
153;9.29;1.45;0.01;0.03
154;5.41;6.45;0.03;-0.01
155;0.52;1.97;-0.03;-0.00
156;5.85;9.77;-0.02;-0.02
157;9.71;7.64;-0.03;-0.01
158;1.15;8.45;-0.01;0.03
159;9.72;2.16;-0.00;0.03
160;9.49;3.84;0.03;-0.01
161;9.33;8.93;-0.02;-0.03
162;2.69;1.00;0.03;-0.01
163;3.09;3.83;0.03;0.00
164;4.45;8.95;0.03;-0.00
165;0.09;0.45;-0.02;0.02
166;1.19;8.95;-0.02;0.02
167;2.55;4.45;0.03;-0.01
168;3.30;5.54;-0.03;0.01
169;6.65;6.44;-0.01;0.03
170;5.25;6.48;-0.03;-0.02
171;6.88;4.94;-0.03;-0.02
172;8.17;7.00;-0.01;-0.03
173;3.61;8.26;-0.03;0.00
174;8.66;1.12;0.02;0.02
175;2.28;2.92;0.02;0.02
176;1.19;3.63;0.01;0.03
177;1.33;6.45;-0.00;-0.03
178;7.83;9.90;0.02;0.03
179;7.20;0.65;0.02;0.02
180;1.92;1.88;-0.02;-0.02
181;5.64;2.64;-0.00;0.03
182;0.94;5.99;-0.03;-0.01
183;3.93;9.87;0.03;0.01
184;5.43;9.03;0.02;-0.02
185;2.38;3.52;0.02;0.02
186;6.02;5.85;-0.03;-0.00
187;3.30;5.46;-0.02;0.02
188;9.94;8.14;0.02;0.02
189;1.94;3.39;0.03;0.01
190;2.63;8.33;-0.03;0.01
191;6.70;0.84;0.00;0.03
192;4.95;8.20;0.03;-0.00
193;3.55;3.21;-0.03;0.01
194;1.30;7.62;-0.03;-0.01
195;2.88;2.11;0.03;-0.00
196;0.40;8.98;-0.00;0.03
197;2.93;2.42;0.02;-0.02
198;6.84;3.00;0.03;0.00
199;4.45;3.33;0.03;-0.01
200;3.88;8.87;0.02;0.02
201;0.86;5.38;0.03;0.01
202;5.35;8.26;0.02;-0.03
203;1.48;3.77;0.01;0.03
204;6.70;8.46;-0.02;0.02
205;3.28;7.51;0.02;0.02
206;1.01;4.01;0.02;-0.03
207;6.24;7.85;-0.03;0.01
208;0.79;0.54;0.03;0.01
209;7.11;5.78;-0.03;-0.01
210;7.14;5.28;-0.02;-0.03
211;5.36;1.02;0.00;0.03
212;6.40;1.07;0.03;0.01
213;8.23;5.78;0.00;-0.03
214;6.43;6.61;-0.03;-0.01
215;1.58;9.43;0.03;0.00
216;5.92;3.06;-0.02;-0.02
217;1.05;2.00;-0.03;0.02
218;7.94;5.68;0.01;-0.03
219;8.51;7.98;-0.03;-0.01
220;1.83;8.33;-0.03;-0.00
221;0.76;9.30;-0.00;-0.03
222;3.45;5.05;0.02;-0.03
223;7.68;0.15;-0.00;-0.03
224;6.47;9.25;-0.02;-0.02
225;1.63;2.65;0.00;-0.03
226;2.74;0.38;0.02;0.03
227;7.37;4.54;-0.01;-0.03
228;8.18;4.52;-0.03;-0.00
229;6.03;8.04;-0.02;-0.03
230;6.65;1.37;0.00;-0.03
231;8.09;5.81;-0.03;-0.01
232;2.45;9.94;0.00;-0.03
233;9.97;0.75;0.02;-0.02
234;8.37;9.34;0.01;-0.03
235;9.09;3.86;-0.01;-0.03
236;8.23;6.23;0.03;0.01
237;2.24;7.30;-0.03;-0.02
238;6.73;3.09;0.00;0.03
239;5.15;2.25;-0.02;-0.03
240;7.85;2.28;-0.02;0.02
241;4.39;5.30;0.03;0.01
242;1.56;1.70;0.03;0.01
243;1.72;7.09;0.03;-0.01
244;4.54;2.81;-0.03;0.02
245;9.33;9.82;-0.03;0.01
246;8.64;9.78;-0.03;-0.00
247;0.68;9.56;0.03;0.01
248;4.88;4.83;0.03;0.01
249;6.30;7.04;-0.02;-0.02
250;2.54;7.20;0.02;-0.02
251;7.26;9.61;0.03;-0.01
252;3.01;7.55;0.02;0.02
253;9.52;4.93;-0.03;-0.01
254;7.58;1.63;-0.01;-0.03
255;2.21;4.58;-0.01;-0.03
256;1.00;5.18;0.01;0.03
257;7.15;7.18;0.03;0.01
258;2.06;8.06;-0.03;-0.00
259;0.95;5.62;0.02;-0.02
260;4.10;1.40;0.03;-0.01
261;6.41;9.73;0.02;0.02
262;7.36;5.05;0.01;-0.03
263;4.32;4.89;-0.02;-0.02
264;1.30;8.66;0.01;-0.03
265;9.24;0.43;0.02;-0.02
266;2.77;2.82;0.02;-0.03
267;2.70;0.43;0.01;0.03
268;0.14;4.30;0.01;-0.03
269;1.37;9.72;0.03;-0.01
270;7.88;3.19;0.00;-0.03
271;7.26;9.85;-0.03;0.00
272;1.18;8.91;0.03;0.01
273;5.73;5.73;0.03;0.00
274;7.67;6.08;-0.01;-0.03
275;9.05;2.28;0.02;-0.03
276;0.19;0.90;-0.01;-0.03
277;9.01;8.91;-0.01;0.03
278;1.10;1.58;-0.03;0.01
279;7.49;6.80;-0.01;-0.03
280;6.84;3.76;0.02;0.02
281;7.49;1.31;0.03;0.01
282;1.51;0.75;-0.03;0.01
283;6.60;8.02;-0.02;-0.02
284;6.13;0.57;0.02;0.03
285;5.59;1.79;0.03;0.00
286;7.28;1.76;0.03;-0.01
287;7.31;2.91;0.03;-0.02
288;3.43;2.31;0.02;0.02
289;7.24;2.40;0.03;0.00
290;3.00;1.84;0.00;-0.03
291;0.26;9.48;-0.03;-0.00
292;6.06;3.66;0.03;-0.00
293;6.97;2.23;-0.03;-0.01
294;5.91;8.07;0.02;-0.02
295;3.20;5.96;0.01;-0.03
296;3.41;1.64;0.02;-0.02
297;3.53;3.06;-0.00;-0.03
298;8.65;3.25;-0.02;0.02
299;2.18;9.93;0.02;-0.02
300;3.81;8.84;-0.02;0.02
301;5.04;6.62;0.01;0.03
302;8.13;5.42;-0.00;0.03
303;5.03;9.35;0.00;0.03
304;0.04;4.01;0.01;-0.03
305;0.05;5.71;-0.03;0.00
306;1.08;1.58;0.02;0.02
307;9.94;2.33;-0.01;-0.03
308;5.81;8.53;0.02;0.02
309;4.32;1.34;0.01;0.03
310;9.90;8.36;0.03;-0.01
311;0.83;9.74;-0.01;0.03
312;3.54;7.91;-0.02;0.02
313;7.96;4.67;0.03;0.01
314;7.57;3.59;-0.01;0.03
315;4.64;3.85;0.02;-0.02
316;8.93;2.11;-0.03;-0.01
317;2.51;7.02;-0.02;0.02
318;7.89;4.13;0.01;0.03
319;4.14;7.66;-0.00;-0.03
320;9.70;9.00;-0.03;-0.01
321;1.40;2.27;0.03;0.00
322;6.82;6.20;0.02;-0.02
323;2.51;3.42;0.02;-0.02
324;5.64;9.08;0.03;0.00
325;1.79;4.41;0.01;0.03
326;2.37;5.00;0.03;-0.00
327;3.81;4.31;-0.02;-0.02
328;3.63;9.20;-0.02;0.02
329;9.17;8.95;-0.03;0.01
330;4.66;0.67;0.01;-0.03
331;5.79;1.67;-0.03;0.01
332;4.96;6.82;0.00;0.03
333;9.62;9.48;0.03;-0.01
334;3.82;7.76;-0.00;-0.03
335;8.12;0.08;0.03;-0.01
336;3.43;4.80;-0.02;-0.02
337;7.70;0.83;-0.02;-0.02
338;1.54;4.85;0.03;0.01
339;1.41;5.06;-0.00;0.03
340;0.75;0.03;-0.03;-0.01
341;0.81;7.64;-0.03;-0.01
342;2.88;0.45;-0.02;-0.03
343;8.13;2.91;-0.03;0.01
344;1.33;7.22;0.02;-0.02
345;3.11;1.19;-0.03;0.00
346;7.65;0.19;0.02;0.02
347;8.20;8.59;-0.02;-0.02
348;0.74;1.63;-0.02;0.03
349;4.66;9.57;-0.03;0.02
350;5.12;9.29;-0.01;-0.03
351;7.23;7.03;0.01;-0.03
352;2.28;2.04;0.03;-0.01
353;2.66;4.36;-0.00;0.03
354;3.63;2.37;0.02;-0.02
355;6.23;3.86;0.01;0.03
356;2.69;7.09;-0.03;0.01
357;3.91;3.56;0.02;0.02
358;5.24;1.00;0.03;0.02
359;6.61;5.24;0.01;-0.03
360;2.31;4.85;0.00;-0.03
361;8.32;3.37;-0.01;-0.03
362;7.43;7.18;0.02;-0.02
363;3.97;1.92;-0.03;0.01
364;6.29;7.02;0.01;0.03
365;4.33;1.86;0.03;0.01
366;7.43;8.20;-0.01;-0.03
367;8.84;0.21;0.03;-0.01
368;1.81;4.83;-0.03;0.00
369;7.88;5.08;-0.01;-0.03
370;0.45;5.68;0.00;0.03
371;1.84;2.64;-0.03;-0.01
372;2.16;5.04;0.03;0.01
373;6.61;1.06;0.00;-0.03
374;1.23;8.41;-0.00;-0.03
375;4.07;3.02;0.02;-0.02
376;1.12;9.32;0.02;0.02
377;1.08;8.83;-0.02;-0.03
378;8.58;5.04;0.03;0.01
379;2.97;4.96;-0.03;-0.01
380;1.45;0.67;0.01;0.03
381;4.48;8.84;-0.01;0.03
382;4.73;9.07;0.03;-0.01
383;6.15;9.34;-0.03;0.00
384;8.25;5.51;0.02;-0.02
385;1.38;7.56;-0.03;-0.00
386;6.18;4.22;0.03;-0.01
387;4.57;4.87;-0.02;-0.02
388;2.45;9.24;0.03;0.01
389;5.68;2.17;-0.02;-0.02
390;9.41;4.22;-0.01;-0.03
391;8.26;6.61;-0.03;0.02
392;1.48;7.41;-0.02;0.03
393;5.85;2.45;0.02;-0.02
394;3.54;5.98;0.00;0.03
395;5.79;0.57;0.02;-0.03
396;2.73;3.70;-0.01;-0.03
397;4.72;4.31;-0.01;-0.03
398;3.59;0.35;-0.01;-0.03
399;0.12;7.47;0.02;-0.02
400;1.49;9.11;0.01;-0.03
401;8.65;4.81;0.03;0.01
402;1.00;9.17;0.03;0.00
403;0.55;6.33;-0.00;0.03
404;8.27;5.28;0.02;-0.02
405;8.96;0.65;-0.03;0.00
406;3.62;1.77;0.00;-0.03
407;1.62;7.84;-0.02;-0.02
408;0.73;7.79;-0.02;-0.02
409;5.81;1.45;0.02;0.03
410;5.31;7.94;-0.03;0.01
411;6.13;9.79;0.02;0.02
412;2.99;2.71;0.02;0.02
413;2.09;5.86;0.03;0.00
414;4.84;8.37;0.01;-0.03
415;9.80;0.00;0.03;-0.01
416;9.81;2.25;-0.03;0.01
417;1.48;2.32;0.02;-0.02
418;6.22;6.76;0.03;0.01
419;1.02;9.22;0.02;0.02
420;5.15;2.17;-0.03;0.00
421;1.51;7.23;-0.03;-0.01
422;6.51;0.88;-0.00;-0.03
423;8.93;3.92;0.03;-0.01
424;3.53;5.41;0.01;0.03
425;8.67;1.49;-0.03;0.01
426;3.95;2.92;-0.00;0.03
427;7.85;0.23;0.02;-0.02
428;9.20;2.64;0.03;-0.01
429;8.56;1.74;0.03;-0.01
430;7.60;1.52;0.00;-0.03
431;5.95;2.29;-0.00;0.03
432;1.34;1.74;0.02;0.03
433;9.46;5.23;0.03;0.01
434;0.69;0.42;0.02;-0.02
435;9.80;3.71;-0.02;0.02
436;4.31;3.68;0.02;-0.03
437;3.28;6.76;0.01;0.03
438;2.84;0.28;-0.03;0.00
439;5.65;7.50;-0.01;0.03
440;9.88;2.92;-0.03;-0.00
441;2.66;3.49;-0.03;0.00
442;1.55;1.80;-0.01;-0.03
443;1.53;9.40;-0.02;-0.03
444;3.28;5.47;-0.03;0.01
445;7.54;6.92;-0.03;0.01
446;0.69;9.60;0.02;-0.02
447;3.01;0.92;0.03;-0.00
448;7.33;7.68;-0.03;0.00
449;9.16;3.36;0.01;-0.03
450;3.26;6.98;-0.02;0.02
451;7.75;1.80;-0.01;-0.03
452;8.09;3.08;0.02;0.02
453;3.21;1.99;-0.01;0.03
454;7.76;2.69;-0.02;-0.02
455;2.19;7.86;0.03;0.01
456;2.33;4.21;-0.03;-0.00
457;7.65;5.81;0.03;-0.01
458;0.96;0.57;0.03;0.00
459;5.65;7.90;-0.01;0.03
460;0.78;9.73;0.03;0.00
461;4.31;3.39;0.03;0.02
462;6.43;3.40;-0.01;-0.03
463;4.34;3.54;0.02;0.02
464;2.11;6.09;-0.01;0.03
465;6.07;9.38;-0.02;0.02
466;6.40;1.71;-0.02;0.02
467;9.34;8.53;-0.01;0.03
468;0.82;6.17;-0.03;0.00
469;4.72;9.14;0.02;0.03
470;4.91;7.63;-0.03;0.00
471;8.97;8.27;-0.02;-0.02
472;7.53;5.00;0.03;0.01
473;6.57;7.03;0.02;0.02
474;3.03;2.98;-0.02;0.02
475;7.31;7.50;0.00;0.03
476;2.75;5.79;0.03;0.01
477;5.41;9.78;-0.03;0.01
478;1.84;9.47;0.03;0.01
479;5.85;2.45;0.03;0.01
480;4.88;6.25;-0.01;0.03
481;4.15;4.90;0.02;-0.02
482;5.96;7.36;0.02;-0.03
483;6.31;5.69;-0.00;0.03
484;0.26;7.65;0.00;0.03
485;7.77;0.27;-0.03;0.00
486;9.42;6.89;0.02;-0.03
487;7.29;4.41;0.01;-0.03
488;6.93;5.48;0.03;-0.02
489;1.93;4.15;0.02;0.02
490;7.62;4.74;-0.01;-0.03
491;7.51;9.09;-0.03;-0.01
492;5.46;2.05;0.02;0.02
493;1.99;5.19;-0.03;-0.01
494;2.21;5.10;0.03;0.01
495;2.83;6.70;-0.03;-0.01
496;8.20;7.42;-0.03;-0.01
497;8.11;9.60;-0.00;0.03
498;2.00;2.16;0.02;0.02
499;3.36;2.83;-0.01;-0.03
500;4.50;5.81;0.03;-0.01
501;2.20;7.38;-0.03;-0.01
502;0.77;7.71;0.01;0.03
503;0.99;8.96;-0.03;0.01
504;1.85;0.07;0.02;0.03
505;2.61;1.39;0.02;-0.02
506;3.13;4.04;0.03;-0.01
507;6.05;5.53;-0.03;-0.01
508;3.26;6.89;0.02;0.02
509;2.05;2.30;-0.02;-0.02
510;2.01;8.43;-0.03;0.01
511;5.27;7.87;0.01;0.03
512;8.27;0.31;-0.03;-0.01
513;3.44;8.38;0.02;-0.03
514;5.88;1.72;-0.01;-0.03
515;0.94;0.65;0.02;0.02
516;9.41;0.52;0.03;0.01
517;7.67;3.24;-0.01;-0.03
518;0.59;8.69;-0.02;0.02
519;4.02;7.36;-0.00;0.03
520;7.71;9.20;-0.01;0.03
521;5.81;4.45;-0.03;-0.01
522;9.71;3.58;0.03;0.00
523;0.94;4.40;-0.01;-0.03
524;9.37;1.46;-0.02;0.02
525;6.68;4.71;0.03;-0.01
526;8.26;8.84;-0.02;-0.02
527;6.35;4.55;0.01;0.03
528;1.96;8.01;0.00;0.03
529;9.03;1.50;-0.02;-0.02
530;8.35;9.93;-0.02;0.03
531;0.10;1.82;-0.01;0.03
532;1.57;9.56;0.03;-0.01
533;4.96;4.03;0.02;-0.02
534;0.32;3.33;0.01;0.03
535;8.73;9.64;-0.01;-0.03
536;2.59;8.21;-0.03;0.00
537;9.16;5.26;-0.03;0.01
538;1.11;9.07;0.02;-0.02
539;7.44;5.58;-0.03;0.01
540;9.64;8.28;-0.03;-0.01
541;5.22;3.60;-0.03;-0.00
542;1.25;2.49;-0.02;0.03
543;9.35;0.29;-0.03;-0.01
544;5.59;1.52;-0.03;0.01
545;7.56;2.71;0.02;-0.02
546;3.85;3.72;-0.03;-0.01
547;4.37;4.13;-0.01;0.03
548;1.70;8.27;-0.01;-0.03
549;3.72;8.71;-0.03;0.00
550;3.67;6.32;0.02;-0.02
551;0.05;3.43;0.03;0.01
552;5.02;8.24;-0.00;-0.03
553;8.12;2.27;0.01;-0.03
554;0.16;9.10;0.01;0.03
555;1.58;8.74;0.03;-0.01
556;4.48;0.69;-0.03;-0.01
557;4.38;8.55;-0.03;0.00
558;7.59;8.02;-0.00;0.03
559;7.79;0.38;-0.03;-0.01
560;0.48;4.86;-0.03;-0.01
561;8.58;0.44;-0.01;-0.03
562;5.93;6.88;0.00;0.03
563;3.81;1.07;-0.03;0.00
564;3.62;7.48;0.00;-0.03
565;1.66;0.13;-0.03;-0.00
566;9.13;7.48;0.02;-0.02
567;0.44;3.05;-0.01;-0.03
568;6.01;4.30;0.02;0.02
569;3.48;1.24;0.03;0.00
570;2.83;1.50;-0.01;0.03
571;3.39;5.75;0.03;0.00
572;3.60;8.06;0.03;0.01
573;6.28;7.74;0.03;-0.00
574;0.75;7.57;-0.03;-0.01
575;3.98;2.09;0.03;-0.01
576;0.25;4.74;0.01;0.03
577;9.26;6.95;-0.03;0.00
578;8.77;7.73;0.03;-0.01
579;6.02;4.76;-0.03;-0.01
580;3.74;4.83;-0.01;-0.03
581;0.27;2.92;-0.02;-0.02
582;7.18;8.46;-0.03;0.00
583;0.74;9.81;-0.03;0.02
584;0.38;5.32;0.01;-0.03
585;4.10;1.56;0.02;0.03
586;6.01;1.20;0.01;-0.03
587;4.55;2.89;0.03;0.00
588;8.88;1.91;0.01;0.03
589;0.47;2.27;-0.03;0.01
590;3.89;7.83;0.00;-0.03
591;0.86;3.67;0.02;0.02
592;4.87;9.79;-0.03;-0.01
593;7.84;0.51;-0.03;0.02
594;9.88;5.78;0.02;0.02
595;9.29;6.27;0.03;0.00
596;5.97;4.39;0.03;-0.01
597;1.86;3.18;-0.00;-0.03
598;7.54;7.06;0.02;-0.03
599;1.70;8.35;0.03;-0.02
600;2.31;1.31;-0.03;0.01
601;9.84;3.01;-0.02;-0.02
602;3.86;4.39;-0.03;0.01
603;5.71;8.04;0.00;-0.03
604;0.23;7.75;-0.00;-0.03
605;4.87;9.87;-0.00;0.03
606;0.10;6.42;0.02;0.02
607;2.10;6.90;0.03;-0.01
608;6.50;4.42;-0.03;-0.01
609;4.81;5.58;0.03;0.01
610;8.90;2.30;0.02;0.03
611;2.82;8.35;-0.02;0.02
612;7.24;9.51;0.02;0.02
613;3.12;4.81;-0.02;-0.02
614;1.17;4.29;-0.03;0.00
615;1.49;4.22;-0.03;0.01
616;0.13;2.58;0.03;-0.01
617;9.70;8.09;0.02;-0.02
618;7.82;4.29;-0.02;0.02
619;8.35;7.66;-0.02;0.03
620;9.43;7.82;-0.02;0.02
621;0.65;2.78;0.02;0.02
622;5.06;8.38;0.03;0.01
623;5.63;8.31;0.03;-0.01
624;2.04;2.12;-0.03;-0.01
625;6.69;5.99;0.02;-0.03
626;7.57;9.92;-0.03;0.01
627;8.93;5.50;-0.03;0.01
628;8.47;4.14;0.01;-0.03
629;0.12;7.75;-0.00;-0.03
630;2.27;9.12;-0.02;0.02
631;3.94;7.48;-0.02;-0.02
632;5.48;6.04;0.02;0.02
633;0.13;4.86;0.01;0.03
634;5.25;3.24;0.01;-0.03
635;6.23;8.73;0.01;0.03
636;6.99;9.62;0.03;0.01
637;6.09;4.91;-0.02;0.02
638;7.00;7.94;0.03;0.01
639;5.38;4.02;0.02;-0.02
640;7.48;3.51;0.02;-0.02
641;7.68;6.17;-0.01;0.03
642;5.74;6.06;-0.01;-0.03
643;2.48;6.44;0.00;0.03
644;6.07;7.37;0.03;0.00
645;9.75;2.83;-0.03;0.01
646;5.08;5.92;0.02;-0.02
647;2.59;7.51;-0.03;0.01
648;1.56;3.56;-0.01;0.03
649;8.53;5.25;-0.03;0.01
650;1.67;6.29;-0.03;-0.00
651;1.32;0.51;0.03;-0.00
652;7.04;5.24;-0.01;-0.03
653;4.34;3.27;-0.02;-0.03
654;9.18;0.35;-0.01;-0.03
655;6.43;3.24;-0.03;-0.01
656;8.99;3.78;-0.02;0.02
657;3.79;5.33;0.03;0.01
658;8.67;5.37;0.02;-0.02
659;2.21;3.98;-0.03;0.00
660;8.92;6.30;-0.03;0.01
661;2.56;8.49;0.02;0.02
662;0.60;9.60;-0.03;0.01
663;5.61;3.94;0.01;0.03
664;5.80;7.41;-0.01;-0.03
665;6.99;3.87;0.01;0.03
666;1.69;1.27;0.03;0.01
667;9.46;1.25;-0.03;-0.01
668;5.17;6.56;0.02;0.02
669;0.17;8.66;0.03;-0.02
670;9.56;9.06;-0.02;0.03
671;8.44;5.36;0.00;0.03
672;5.76;4.84;0.02;0.02
673;4.85;9.68;0.03;0.01
674;0.29;6.15;-0.01;-0.03
675;9.25;7.25;0.01;0.03
676;5.90;2.26;0.02;-0.02
677;2.15;4.21;-0.00;-0.03
678;8.17;3.43;0.02;0.02
679;6.51;8.70;0.02;-0.03
680;1.63;7.76;-0.03;0.01
681;1.17;2.40;-0.03;-0.01
682;3.54;0.20;0.02;0.02
683;0.44;4.69;0.03;0.01
684;4.37;1.20;-0.01;-0.03
685;0.62;0.61;0.00;-0.03
686;3.06;3.02;-0.03;-0.02
687;2.35;5.69;-0.02;-0.02
688;9.62;6.98;-0.03;0.01
689;9.08;7.65;0.02;-0.02
690;7.72;5.60;-0.03;-0.01
691;7.70;1.33;-0.00;-0.03
692;8.88;5.34;0.03;-0.01
693;5.88;5.67;-0.03;0.00
694;6.96;4.57;-0.00;0.03
695;5.69;4.17;-0.00;0.03
696;4.68;7.25;0.02;-0.02
697;9.41;4.41;-0.03;0.01
698;2.22;7.26;0.00;-0.03
699;7.75;1.57;0.01;-0.03
700;3.86;4.36;0.01;0.03
701;4.65;1.55;0.02;-0.02
702;1.03;9.12;-0.03;-0.00
703;5.55;4.88;-0.03;0.01
704;6.38;5.05;-0.03;0.02
705;5.48;3.12;-0.01;-0.03
706;1.88;9.17;-0.03;-0.01
707;2.19;9.24;0.02;-0.02
708;6.26;2.23;-0.03;-0.01
709;2.12;6.75;0.00;-0.03
710;2.33;2.32;-0.01;-0.03
711;7.78;2.56;0.02;-0.02
712;8.07;7.64;0.03;0.02
713;7.05;5.75;-0.02;-0.02
714;6.31;8.13;-0.01;0.03
715;2.81;0.87;-0.02;0.02
716;6.06;1.47;-0.00;-0.03
717;6.67;5.28;0.03;-0.01
718;3.22;4.97;0.03;-0.01
719;0.17;6.88;-0.02;-0.02
720;3.99;4.35;0.01;-0.03
721;8.78;1.66;-0.03;0.01
722;9.21;8.69;0.01;0.03
723;7.64;1.33;-0.03;0.01
724;2.01;2.38;0.01;-0.03
725;8.91;3.19;-0.00;0.03
726;2.06;4.00;0.03;0.01
727;9.82;1.31;-0.02;0.02
728;2.10;3.53;-0.02;-0.02
729;0.86;5.35;0.03;0.01
730;3.40;5.83;0.00;-0.03
731;8.89;6.09;-0.00;-0.03
732;6.43;6.60;-0.03;0.01
733;9.06;4.71;0.03;-0.00
734;7.06;6.71;0.03;0.00
735;9.86;0.58;-0.01;-0.03
736;2.38;0.94;-0.02;-0.02
